answer_correctness_count,answer_correctness_max,answer_correctness_mean,answer_correctness_median,answer_correctness_min,answer_correctness_stddev,answered_fields,approach,completion_tokens_count,completion_tokens_max,completion_tokens_mean,completion_tokens_median,completion_tokens_min,completion_tokens_stddev,config_id,definition,estimated_cost_count,estimated_cost_max,estimated_cost_mean,estimated_cost_median,estimated_cost_min,estimated_cost_stddev,faithfulness_count,faithfulness_max,faithfulness_mean,faithfulness_median,faithfulness_min,faithfulness_stddev,field,hallucinated_fields,hallucination_rate,ignored_answer_correctness,prompt_tokens_count,prompt_tokens_max,prompt_tokens_mean,prompt_tokens_median,prompt_tokens_min,prompt_tokens_stddev,samples,total_ms_count,total_ms_max,total_ms_mean,total_ms_median,total_ms_min,total_ms_stddev
0,,,,,,0,rag,7,153.0,79.0,60.0,50.0,35.39168586789034,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0002334,0.00017457142857142858,0.0001705,0.0001233,3.09918866933965e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,942.0,846.0,871.0,582.0,113.97618798929638,7,7,55887.3,41228.71428571428,47766.8,970.7,18712.853506570485
2,0.8967184046173372,0.893823002760771,0.893823002760771,0.8909276009042046,0.002895401856566282,2,rag,7,154.0,79.85714285714286,60.0,51.0,35.47002183505942,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0002334,0.00017457142857142858,0.0001705,0.0001233,3.09918866933965e-05,2,1.0,0.5,0.5,0.0,0.5,valor_estimado,2,1.0,0,7,943.0,846.5714285714286,872.0,582.0,114.12131032102529,7,7,55885.8,41228.22857142857,47766.7,970.6,18712.56874957992
2,1.0,1.0,1.0,1.0,0.0,2,rag,7,140.0,82.85714285714286,75.0,49.0,33.275596254950095,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00024945,0.00020187857142857143,0.00020655,0.0001452,3.352546853984784e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,0,0.0,0,7,1162.0,1014.8571428571429,1094.0,669.0,156.3004694001073,7,7,64438.6,47289.71428571428,55084.8,913.0,21260.25176577365
0,,,,,,0,rag,7,140.0,82.42857142857143,74.0,49.0,33.56808493987425,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00024945,0.00020187857142857143,0.00020655,0.0001452,3.352546853984784e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,1162.0,1014.4285714285714,1093.0,669.0,156.2834943691908,7,7,64438.7,47289.77142857143,55084.8,913.0,21260.287049850496
3,0.8967184046173372,0.8828681268515893,0.8909276009042046,0.8609583750332258,0.01567187013872768,3,rag,7,140.0,83.0,75.0,49.0,33.44077921170071,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00024945,0.00020187857142857143,0.00020655,0.0001452,3.352546853984784e-05,3,1.0,0.6666666666666666,1.0,0.0,0.4714045207910317,valor_estimado,3,1.0,0,7,1163.0,1015.1428571428571,1094.0,670.0,156.1193943945545,7,7,64438.6,47289.24285714286,55084.7,912.9,21259.97332056229
2,1.0,1.0,1.0,1.0,0.0,2,rag,7,104.0,64.85714285714286,56.0,51.0,18.504274189097668,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00017835,0.00014470714285714286,0.00014655,0.0001042,2.5085431579923445e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,0,0.0,0,7,840.0,705.1428571428571,769.0,491.0,119.53771499456751,7,7,52487.1,36472.014285714286,43891.1,734.9,17650.632430306738
0,,,,,,0,rag,7,104.0,64.57142857142857,55.0,51.0,18.67662513760482,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00017835,0.00014470714285714286,0.00014655,0.0001042,2.5085431579923445e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,840.0,704.7142857142857,769.0,490.0,119.88531935111308,7,7,52487.1,36472.02857142857,43891.1,734.9,17650.619076533774
0,,,,,,0,rag,7,105.0,65.28571428571429,56.0,51.0,18.880937368636317,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00017835,0.00014470714285714286,0.00014655,0.0001042,2.5085431579923445e-05,0,,,,,,valor_estimado,0,,0,7,841.0,705.4285714285714,769.0,491.0,119.71019427034983,7,7,52485.6,36471.52857142857,43891.0,734.9,17650.335347337437
3,1.0,0.7458941756093815,0.6828578229112741,0.5548247039168704,0.1871282045048005,3,rag,7,161.0,92.28571428571429,108.0,46.0,39.726616790668864,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00025185,0.0001857357142857143,0.0001699,0.0001066,4.4954228422487966e-05,3,1.0,1.0,1.0,1.0,0.0,modalidade,2,0.6666666666666666,0,7,1071.0,869.4285714285714,927.0,491.0,196.93135652727696,7,7,60800.2,31099.514285714286,32968.3,745.2,21529.5807087716
0,,,,,,0,rag,7,161.0,92.0,108.0,46.0,39.58354636534153,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00025185,0.0001857357142857143,0.0001699,0.0001066,4.4954228422487966e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,1071.0,869.0,926.0,490.0,197.14679085102335,7,7,60800.2,31099.62857142857,32968.4,745.3,21529.523760157437
3,0.8980200711505627,0.8717415785823244,0.8609583750332258,0.8562462895631844,0.01868101203742211,3,rag,7,161.0,92.42857142857143,108.0,46.0,39.57942157542096,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00025185,0.0001857357142857143,0.0001699,0.0001066,4.4954228422487966e-05,3,1.0,1.0,1.0,1.0,0.0,valor_estimado,3,1.0,0,7,1071.0,869.4285714285714,927.0,491.0,196.93135652727696,7,7,60800.1,31098.899999999998,32968.3,745.2,21529.3123162021
2,1.0,0.841428911455637,0.841428911455637,0.6828578229112741,0.15857108854436297,2,rag,7,114.0,70.85714285714286,60.0,46.0,23.067779454893177,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0001986,0.00015532142857142858,0.00016175,0.0001116,2.9789557819847556e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,1,0.5,0,7,893.0,752.1428571428571,848.0,503.0,153.16511032349425,7,7,53261.7,37605.58571428571,45885.0,740.2,16707.764527088984
0,,,,,,0,rag,7,113.0,70.42857142857143,60.0,46.0,23.033250145059814,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0001986,0.00015532142857142858,0.00016175,0.0001116,2.9789557819847556e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,893.0,751.8571428571429,848.0,502.0,153.60099383181884,7,7,53261.7,37605.62857142858,45885.1,740.2,16707.770378540663
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,7,114.0,71.14285714285714,61.0,47.0,22.849998883579662,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0001986,0.00015532142857142858,0.00016175,0.0001116,2.9789557819847556e-05,1,1.0,1.0,1.0,1.0,0.0,valor_estimado,1,1.0,0,7,893.0,752.7142857142857,849.0,503.0,153.47006621647688,7,7,53261.7,37598.94285714285,45885.0,740.1,16704.38850925598
3,1.0,0.9851287324939587,1.0,0.9553861974818761,0.0210311481967219,3,rag,7,98.0,73.14285714285714,84.0,51.0,18.019264067964052,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00022795,0.00017289285714285714,0.0001791,0.00011345,3.7437809655971256e-05,3,1.0,1.0,1.0,1.0,0.0,modalidade,2,0.6666666666666666,0,7,1128.0,860.1428571428571,987.0,503.0,229.56880610112054,7,7,62986.5,41184.72857142857,48177.6,824.9,18876.44231611109
0,,,,,,0,rag,7,98.0,72.85714285714286,84.0,51.0,18.325848812370943,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00022795,0.00017289285714285714,0.0001791,0.00011345,3.7437809655971256e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,1127.0,859.5714285714286,987.0,502.0,229.73764984238443,7,7,62986.6,41184.77142857143,48177.6,825.0,18876.434583190476
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,7,98.0,73.42857142857143,85.0,52.0,17.93525771734979,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00022795,0.00017289285714285714,0.0001791,0.00011345,3.7437809655971256e-05,1,1.0,1.0,1.0,1.0,0.0,valor_estimado,1,1.0,0,7,1128.0,860.4285714285714,988.0,503.0,229.74822066331478,7,7,62959.4,41180.385714285716,48176.0,824.9,18871.772757778333
2,1.0,1.0,1.0,1.0,0.0,2,rag,7,134.0,68.85714285714286,55.0,51.0,28.732403665690125,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00020735,0.0001361142857142857,0.00013725,8.215e-05,3.7586345490708974e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,0,0.0,0,7,846.0,632.2857142857143,689.0,344.0,163.47801449886097,7,7,48938.7,33233.24285714286,38162.4,1398.5,15109.616710639915
1,0.06454072922548962,0.06454072922548962,0.06454072922548962,0.06454072922548962,0.0,1,rag,7,134.0,68.57142857142857,55.0,50.0,28.749445424997297,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00020735,0.0001361142857142857,0.00013725,8.215e-05,3.7586345490708974e-05,1,1.0,1.0,1.0,1.0,0.0,prazo_entrega_proposta,1,1.0,0,7,846.0,631.8571428571429,689.0,343.0,163.74582094682913,7,7,48938.7,33233.75714285714,38165.7,1398.6,15109.754990814676
0,,,,,,0,rag,7,134.0,69.0,55.0,51.0,28.66555922556345,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00020735,0.0001361142857142857,0.00013725,8.215e-05,3.7586345490708974e-05,0,,,,,,valor_estimado,0,,0,7,847.0,632.4285714285714,689.0,344.0,163.66503871615095,7,7,48938.6,33232.32857142857,38158.0,1398.5,15109.223703204258
2,1.0,0.841428911455637,0.841428911455637,0.6828578229112741,0.15857108854436297,2,rag,7,130.0,67.14285714285714,54.0,46.0,27.69955425855169,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00023035,0.0001565142857142857,0.000169,0.0001001,4.362684064300091e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,1,0.5,0,7,1014.0,774.5714285714286,930.0,465.0,215.1722613182664,7,7,58825.7,37473.58571428571,47290.4,737.2,19193.042606068673
1,0.052668338391309716,0.052668338391309716,0.052668338391309716,0.052668338391309716,0.0,1,rag,7,130.0,66.85714285714286,54.0,46.0,27.858974298771155,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00023035,0.0001565142857142857,0.000169,0.0001001,4.362684064300091e-05,1,1.0,1.0,1.0,1.0,0.0,prazo_entrega_proposta,1,1.0,0,7,1014.0,774.0,929.0,464.0,215.05348172024557,7,7,58825.8,37473.87142857142,47290.5,737.2,19193.086196538457
0,,,,,,0,rag,7,131.0,67.71428571428571,55.0,46.0,27.967911642320615,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00023035,0.0001565142857142857,0.000169,0.0001001,4.362684064300091e-05,0,,,,,,valor_estimado,0,,0,7,1015.0,774.8571428571429,930.0,465.0,215.16600141115535,7,7,58825.7,37472.94285714285,47290.4,737.1,19192.873267875624
2,1.0,0.841428911455637,0.841428911455637,0.6828578229112741,0.15857108854436297,2,rag,7,100.0,67.71428571428571,57.0,51.0,17.661210812029246,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00018035,0.00014652142857142855,0.0001636,8.53e-05,3.493410999032788e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,1,0.5,0,7,897.0,706.1428571428571,793.0,349.0,196.78445682771695,7,7,51385.2,34936.985714285714,41997.7,786.3,17263.710292686097
0,,,,,,0,rag,7,100.0,67.28571428571429,56.0,51.0,17.741913938582883,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00018035,0.00014652142857142855,0.0001636,8.53e-05,3.493410999032788e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,897.0,705.8571428571429,793.0,348.0,197.2231720458748,7,7,51385.3,34937.02857142857,41997.8,786.3,17263.74222415409
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,7,100.0,68.0,57.0,52.0,17.5824587911605,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00018035,0.00014652142857142855,0.0001636,8.53e-05,3.493410999032788e-05,1,1.0,1.0,1.0,1.0,0.0,valor_estimado,1,1.0,0,7,897.0,706.4285714285714,794.0,349.0,196.91757314227925,7,7,51385.2,34935.92857142857,41994.3,786.3,17263.047568947815
2,1.0,0.841428911455637,0.841428911455637,0.6828578229112741,0.15857108854436297,2,rag,7,104.0,75.0,83.0,55.0,17.468338705866024,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00021045,0.0001765357142857143,0.0001965,0.0001024,3.6242710737921536e-05,2,1.0,1.0,1.0,1.0,0.0,modalidade,1,0.5,0,7,1172.0,877.4285714285714,977.0,459.0,233.35127239106842,7,7,61222.2,40341.82857142857,49433.3,1095.0,20686.788674880972
0,,,,,,0,rag,7,104.0,74.57142857142857,83.0,54.0,17.694689621926873,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00021045,0.0001765357142857143,0.0001965,0.0001024,3.6242710737921536e-05,0,,,,,,prazo_entrega_proposta,0,,0,7,1172.0,876.8571428571429,976.0,458.0,233.4685225472765,7,7,61222.2,40341.857142857145,49433.3,1095.0,20686.785061749455
2,0.8967184046173372,0.8876508889426068,0.8876508889426068,0.8785833732678764,0.009067515674730409,2,rag,7,104.0,75.14285714285714,84.0,55.0,17.537132616484467,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.00021045,0.0001765357142857143,0.0001965,0.0001024,3.6242710737921536e-05,2,1.0,1.0,1.0,1.0,0.0,valor_estimado,2,1.0,0,7,1173.0,877.5714285714286,977.0,459.0,233.5318009197384,7,7,61222.1,40341.17142857143,49433.2,1094.9,20686.497505634256
7,1.0,0.8700129477010294,1.0,0.19024878349527818,0.27965597518639024,7,regex,7,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0,0.0,0.0,0.0,0.0,7,1.0,1.0,1.0,1.0,0.0,modalidade,2,0.2857142857142857,0,7,0.0,0.0,0.0,0.0,0.0,7,7,6.4,4.671428571428572,4.3,2.5,1.334931015568419
1,0.18308109655175162,0.18308109655175162,0.18308109655175162,0.18308109655175162,0.0,1,regex,7,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,prazo_entrega_proposta,1,1.0,0,7,0.0,0.0,0.0,0.0,0.0,7,7,14.8,7.614285714285714,6.6,1.6,4.573035431879409
1,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.0,1,regex,7,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,7,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,valor_estimado,1,1.0,0,7,0.0,0.0,0.0,0.0,0.0,7,7,23.4,8.414285714285715,5.5,1.6,7.024330892675537
