answer_correctness_count,answer_correctness_max,answer_correctness_mean,answer_correctness_median,answer_correctness_min,answer_correctness_stddev,answered_fields,approach,completion_tokens_count,completion_tokens_max,completion_tokens_mean,completion_tokens_median,completion_tokens_min,completion_tokens_stddev,config_id,definition,document_id,estimated_cost_count,estimated_cost_max,estimated_cost_mean,estimated_cost_median,estimated_cost_min,estimated_cost_stddev,faithfulness_count,faithfulness_max,faithfulness_mean,faithfulness_median,faithfulness_min,faithfulness_stddev,hallucinated_fields,hallucination_rate,ignored_answer_correctness,prompt_tokens_count,prompt_tokens_max,prompt_tokens_mean,prompt_tokens_median,prompt_tokens_min,prompt_tokens_stddev,samples,total_ms_count,total_ms_max,total_ms_mean,total_ms_median,total_ms_min,total_ms_stddev
0,,,,,,0,rag,3,57.0,57.0,57.0,57.0,0.0,chunk300_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0001432,0.0001432,0.0001432,0.0001432,0.0,0,,,,,,0,,0,3,727.0,726.6666666666666,727.0,726.0,0.4714045207910317,3,3,790.1,790.1,790.1,790.1,0.0
1,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.0,1,rag,3,101.0,100.33333333333333,100.0,100.0,0.4714045207910317,chunk300_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.0001886,0.0001886,0.0001886,0.0001886,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,856.0,856.0,856.0,856.0,0.0,3,3,48069.1,48069.03333333333,48069.0,48069.0,0.04714045207841718
2,1.0,0.9454638004521023,0.9454638004521023,0.8909276009042046,0.05453619954789768,2,rag,3,135.0,135.0,135.0,135.0,0.0,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0002446,0.0002446,0.0002446,0.0002446,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,1091.0,1090.6666666666667,1091.0,1090.0,0.4714045207910317,3,3,55940.2,55939.73333333334,55940.2,55938.8,0.6599663291047004
0,,,,,,0,rag,3,52.0,51.333333333333336,51.0,51.0,0.4714045207910317,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001296,0.0001296,0.0001296,0.0001296,0.0,0,,,,,,0,,0,3,659.0,658.6666666666666,659.0,658.0,0.4714045207910317,3,3,64621.5,64621.43333333333,64621.4,64621.4,0.04714045207841718
0,,,,,,0,rag,3,54.0,53.666666666666664,54.0,53.0,0.4714045207910317,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.0001894,0.00018940000000000002,0.0001894,0.0001894,0.0,0,,,,,,0,,0,3,1048.0,1048.0,1048.0,1048.0,0.0,3,3,54969.6,54969.53333333333,54969.5,54969.5,0.04714045207841718
1,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.0,1,rag,3,87.0,86.33333333333333,86.0,86.0,0.4714045207910317,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.0002135,0.0002135,0.0002135,0.0002135,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,1078.0,1078.0,1078.0,1078.0,0.0,3,3,63829.2,63828.73333333334,63829.2,63827.8,0.6599663291047004
0,,,,,,0,rag,3,52.0,51.666666666666664,52.0,51.0,0.4714045207910317,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.0001899,0.0001899,0.0001899,0.0001899,0.0,0,,,,,,0,,0,3,1060.0,1059.3333333333333,1059.0,1059.0,0.4714045207910317,3,3,25654.6,25654.566666666666,25654.6,25654.5,0.04714045207841718
0,,,,,,0,rag,3,60.0,59.333333333333336,59.0,59.0,0.4714045207910317,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.00015795,0.00015795,0.00015795,0.00015795,0.0,0,,,,,,0,,0,3,816.0,815.6666666666666,816.0,815.0,0.4714045207910317,3,3,857.9,857.8666666666667,857.9,857.8,0.04714045207911389
1,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.0,1,rag,3,90.0,90.0,90.0,90.0,0.0,chunk300_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.0002216,0.0002216,0.0002216,0.0002216,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,1118.0,1117.3333333333333,1117.0,1117.0,0.4714045207910317,3,3,53953.8,53953.76666666666,53953.8,53953.7,0.047140452081847105
2,1.0,0.9454638004521023,0.9454638004521023,0.8909276009042046,0.05453619954789768,2,rag,3,154.0,153.33333333333334,153.0,153.0,0.4714045207910317,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0002334,0.0002334,0.0002334,0.0002334,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,943.0,942.6666666666666,943.0,942.0,0.4714045207910317,3,3,54086.5,54086.06666666667,54086.5,54085.2,0.6128258770297131
0,,,,,,0,rag,3,60.0,60.0,60.0,60.0,0.0,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001233,0.0001233,0.0001233,0.0001233,0.0,0,,,,,,0,,0,3,582.0,582.0,582.0,582.0,0.0,3,3,54727.2,54727.1,54727.1,54727.0,0.08164965809158445
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,3,101.0,100.33333333333333,100.0,100.0,0.4714045207910317,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.0001909,0.0001909,0.0001909,0.0001909,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0,3,872.0,871.3333333333334,871.0,871.0,0.4714045207910317,3,3,47549.4,47549.333333333336,47549.3,47549.3,0.04714045207841718
1,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.0,1,rag,3,89.0,88.66666666666667,89.0,88.0,0.4714045207910317,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.0001787,0.00017870000000000003,0.0001787,0.0001787,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,837.0,836.6666666666666,837.0,836.0,0.4714045207910317,3,3,55887.3,55886.80000000001,55887.3,55885.8,0.7071067811865476
0,,,,,,0,rag,3,52.0,51.333333333333336,51.0,51.0,0.4714045207910317,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00016745,0.00016745,0.00016745,0.00016745,0.0,0,,,,,,0,,0,3,911.0,911.0,911.0,911.0,0.0,3,3,27613.1,27613.033333333336,27613.0,27613.0,0.04714045207841718
0,,,,,,0,rag,3,51.0,50.333333333333336,50.0,50.0,0.4714045207910317,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.00015775,0.00015775,0.00015775,0.00015775,0.0,0,,,,,,0,,0,3,851.0,850.3333333333334,850.0,850.0,0.4714045207910317,3,3,970.7,970.6666666666666,970.7,970.6,0.04714045207911389
0,,,,,,0,rag,3,52.0,51.666666666666664,52.0,51.0,0.4714045207910317,chunk300_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.0001705,0.0001705,0.0001705,0.0001705,0.0,0,,,,,,0,,0,3,930.0,930.0,930.0,930.0,0.0,3,3,47766.8,47766.76666666666,47766.8,47766.7,0.047140452081847105
2,1.0,0.9454638004521023,0.9454638004521023,0.8909276009042046,0.05453619954789768,2,rag,3,140.0,140.0,140.0,140.0,0.0,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.00024945,0.00024945,0.00024945,0.00024945,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,1103.0,1103.0,1103.0,1103.0,0.0,3,3,61842.0,61841.53333333333,61841.9,61840.7,0.5906681715573148
0,,,,,,0,rag,3,75.0,74.66666666666667,75.0,74.0,0.4714045207910317,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001452,0.0001452,0.0001452,0.0001452,0.0,0,,,,,,0,,0,3,670.0,669.3333333333334,669.0,669.0,0.4714045207910317,3,3,64438.7,64438.63333333333,64438.6,64438.6,0.04714045207841718
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,3,89.0,89.0,89.0,89.0,0.0,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.00020905,0.00020905,0.00020905,0.00020905,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1.0,0,3,1038.0,1037.6666666666667,1038.0,1037.0,0.4714045207910317,3,3,55084.8,55084.76666666666,55084.8,55084.7,0.047140452081847105
2,1.0,0.930479187516613,0.930479187516613,0.8609583750332258,0.0695208124833871,2,rag,3,122.0,121.33333333333333,121.0,121.0,0.4714045207910317,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00023685,0.00023685,0.00023685,0.00023685,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,1094.0,1093.6666666666667,1094.0,1093.0,0.4714045207910317,3,3,61940.2,61939.5,61940.1,61938.2,0.9201449161231336
0,,,,,,0,rag,3,54.0,53.666666666666664,54.0,53.0,0.4714045207910317,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00020655,0.00020655,0.00020655,0.00020655,0.0,0,,,,,,0,,0,3,1163.0,1162.3333333333333,1162.0,1162.0,0.4714045207910317,3,3,913.0,912.9666666666667,913.0,912.9,0.04714045207911389
0,,,,,,0,rag,3,49.0,49.0,49.0,49.0,0.0,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.00016915,0.00016915,0.00016915,0.00016915,0.0,0,,,,,,0,,0,3,932.0,931.6666666666666,932.0,931.0,0.4714045207910317,3,3,33361.0,33361.0,33361.0,33361.0,0.0
0,,,,,,0,rag,3,52.0,51.666666666666664,52.0,51.0,0.4714045207910317,chunk300_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.0001969,0.0001969,0.0001969,0.0001969,0.0,0,,,,,,0,,0,3,1106.0,1106.0,1106.0,1106.0,0.0,3,3,53448.7,53448.63333333333,53448.6,53448.6,0.04714045207841718
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,81.0,80.33333333333333,80.0,80.0,0.4714045207910317,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.00017425,0.00017425,0.00017425,0.00017425,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,841.0,840.3333333333334,840.0,840.0,0.4714045207910317,3,3,44034.2,44033.666666666664,44034.2,44032.6,0.7542472332649647
0,,,,,,0,rag,3,51.0,51.0,51.0,51.0,0.0,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001042,0.0001042,0.0001042,0.0001042,0.0,0,,,,,,0,,0,3,491.0,490.6666666666667,491.0,490.0,0.4714045207910317,3,3,51402.9,51402.86666666667,51402.9,51402.8,0.04714045207841718
0,,,,,,0,rag,3,52.0,52.0,52.0,52.0,0.0,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.00014655,0.00014655,0.00014655,0.00014655,0.0,0,,,,,,0,,0,3,769.0,769.0,769.0,769.0,0.0,3,3,42781.1,42781.1,42781.1,42781.1,0.0
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,105.0,104.33333333333333,104.0,104.0,0.4714045207910317,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00017835,0.00017835,0.00017835,0.00017835,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,772.0,771.6666666666666,772.0,771.0,0.4714045207910317,3,3,52487.1,52486.6,52487.1,52485.6,0.7071067811865476
0,,,,,,0,rag,3,52.0,51.666666666666664,52.0,51.0,0.4714045207910317,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.0001492,0.0001492,0.0001492,0.0001492,0.0,0,,,,,,0,,0,3,788.0,788.0,788.0,788.0,0.0,3,3,19972.9,19972.8,19972.8,19972.7,0.08164965809306965
0,,,,,,0,rag,3,56.0,55.666666666666664,56.0,55.0,0.4714045207910317,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.00011765,0.00011765,0.00011765,0.00011765,0.0,0,,,,,,0,,0,3,562.0,561.6666666666666,562.0,561.0,0.4714045207910317,3,3,734.9,734.9,734.9,734.9,0.0
0,,,,,,0,rag,3,60.0,59.333333333333336,59.0,59.0,0.4714045207910317,chunk500_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.00014275,0.00014275,0.00014275,0.00014275,0.0,0,,,,,,0,,0,3,715.0,714.3333333333334,714.0,714.0,0.4714045207910317,3,3,43891.1,43891.06666666667,43891.1,43891.0,0.04714045207841718
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,109.0,108.66666666666667,109.0,108.0,0.4714045207910317,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0002149,0.0002149,0.0002149,0.0002149,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,998.0,998.0,998.0,998.0,0.0,3,3,44155.2,44154.63333333333,44155.1,44153.6,0.731816613336296
0,,,,,,0,rag,3,55.0,55.0,55.0,55.0,0.0,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001066,0.0001066,0.0001066,0.0001066,0.0,0,,,,,,0,,0,3,491.0,490.6666666666667,491.0,490.0,0.4714045207910317,3,3,60800.2,60800.166666666664,60800.2,60800.1,0.04714045207841718
0,,,,,,0,rag,3,52.0,51.333333333333336,51.0,51.0,0.4714045207910317,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.0001698,0.0001698,0.0001698,0.0001698,0.0,0,,,,,,0,,0,3,927.0,926.6666666666666,927.0,926.0,0.4714045207910317,3,3,32968.4,32968.333333333336,32968.3,32968.3,0.04714045207841718
2,0.8609583750332258,0.77190809897225,0.77190809897225,0.6828578229112741,0.08905027606097587,2,rag,3,161.0,161.0,161.0,161.0,0.0,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00025185,0.00025185,0.00025185,0.00025185,0.0,2,1.0,1.0,1.0,1.0,0.0,2,1.0,0,3,1035.0,1035.0,1035.0,1035.0,0.0,3,3,51862.6,51862.06666666667,51862.5,51861.1,0.6847546194727782
0,,,,,,0,rag,3,46.0,46.0,46.0,46.0,0.0,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00016165,0.00016165,0.00016165,0.00016165,0.0,0,,,,,,0,,0,3,894.0,893.6666666666666,894.0,893.0,0.4714045207910317,3,3,745.3,745.2333333333332,745.2,745.2,0.04714045207906029
2,0.8562462895631844,0.7055354967400274,0.7055354967400274,0.5548247039168704,0.15071079282315697,2,rag,3,116.0,115.66666666666667,116.0,115.0,0.4714045207910317,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0001699,0.00016990000000000004,0.0001699,0.0001699,0.0,2,1.0,1.0,1.0,1.0,0.0,2,1.0,0,3,670.0,670.0,670.0,670.0,0.0,3,3,24128.4,24127.933333333334,24128.3,24127.1,0.590668171556562
1,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.8980200711505627,0.0,1,rag,3,108.0,108.0,108.0,108.0,0.0,chunk500_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.00022545,0.00022545,0.00022545,0.00022545,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,1071.0,1071.0,1071.0,1071.0,0.0,3,3,3037.3,3037.066666666667,3037.0,3036.9,0.169967317119813
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,114.0,113.66666666666667,114.0,113.0,0.4714045207910317,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0001986,0.00019860000000000003,0.0001986,0.0001986,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,870.0,869.3333333333334,869.0,869.0,0.4714045207910317,3,3,46220.8,46205.86666666667,46220.7,46176.1,21.048251444928102
0,,,,,,0,rag,3,61.0,60.333333333333336,60.0,60.0,0.4714045207910317,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001116,0.0001116,0.0001116,0.0001116,0.0,0,,,,,,0,,0,3,503.0,502.6666666666667,503.0,502.0,0.4714045207910317,3,3,53261.7,53261.69999999999,53261.7,53261.7,0.0
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,3,86.0,86.0,86.0,86.0,0.0,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.0001652,0.0001652,0.0001652,0.0001652,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,758.0,757.3333333333334,757.0,757.0,0.4714045207910317,3,3,45885.1,45885.03333333333,45885.0,45885.0,0.04714045207841718
